student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,attendance_level,study_efficiency
5423,17,0,2,3.17,45.7,1,6.9,2,4,0,0,40.7,Low,0.45942028985507244
5424,18,1,6,0.31,97.3,1,4.5,0,2,2,2,42.6,High,0.06888888888888889
5425,19,2,1,2.71,77.6,1,6.1,0,2,0,0,55.2,Medium,0.44426229508196724
5426,18,0,2,6.28,64.5,1,5.6,1,2,0,1,84.7,Medium,1.1214285714285714
5427,23,0,3,4.15,86.0,1,9.5,0,3,2,2,79.7,High,0.4368421052631579
5428,18,0,0,3.81,44.4,1,7.7,0,2,0,2,63.3,Low,0.4948051948051948
5429,17,0,4,0.73,50.7,1,7.3,1,4,2,1,45.8,Low,0.1
5430,23,1,4,7.35,80.7,1,6.9,2,4,1,2,72.1,High,1.0652173913043477
5431,24,2,4,2.26,77.8,1,4.9,0,1,1,0,48.6,Medium,0.4612244897959183
5432,18,1,4,3.06,71.5,1,6.3,0,1,1,2,63.3,Medium,0.4857142857142857
5433,19,1,5,2.65,80.5,1,7.7,2,0,1,0,47.0,High,0.34415584415584416
5434,21,0,4,2.63,97.0,1,9.1,1,3,1,1,67.2,High,0.289010989010989
5435,21,2,2,4.79,47.8,1,9.7,2,1,0,2,63.2,Low,0.49381443298969074
5436,24,2,3,5.02,60.6,1,8.0,2,4,0,2,58.8,Medium,0.6275
5437,20,1,4,4.79,57.6,1,8.5,1,0,0,2,82.4,Low,0.5635294117647058
5438,17,0,1,0.55,96.1,1,7.1,1,2,2,2,66.6,High,0.07746478873239437
5439,20,0,6,7.76,51.2,0,5.2,0,2,2,2,69.0,Low,1.4923076923076921
5440,21,1,3,5.71,62.1,1,8.1,0,2,0,0,86.4,Medium,0.7049382716049383
5441,21,2,0,7.06,94.4,1,8.4,2,3,1,1,87.5,High,0.8404761904761904
5442,21,1,0,1.28,80.2,1,5.4,2,4,2,2,20.5,High,0.23703703703703702
5443,24,1,4,7.46,41.9,1,9.4,2,4,1,2,55.4,Low,0.7936170212765957
5444,23,1,4,5.77,97.6,1,7.1,1,3,1,2,89.4,High,0.8126760563380282
5445,19,2,1,4.01,43.6,1,8.1,0,1,0,0,74.2,Low,0.49506172839506174
5446,19,1,1,0.19,71.3,1,7.1,2,1,1,0,32.3,Medium,0.026760563380281693
5447,22,2,2,2.03,54.5,1,7.5,2,0,2,2,48.0,Low,0.27066666666666667
5448,20,2,3,6.71,77.9,1,8.4,1,3,0,2,88.7,Medium,0.7988095238095237
5449,20,1,6,3.03,57.0,1,5.4,2,2,0,2,58.1,Low,0.561111111111111
5450,18,1,6,5.43,89.1,1,8.7,2,3,0,2,68.8,High,0.6241379310344828
5451,19,2,3,5.85,73.9,1,6.0,2,0,2,0,80.7,Medium,0.975
5452,22,1,3,6.21,58.8,1,7.3,1,1,1,2,68.3,Low,0.8506849315068493
5453,23,0,3,3.06,91.9,1,7.6,0,3,0,0,51.5,High,0.40263157894736845
5454,23,2,1,7.28,86.6,1,9.6,2,3,1,0,72.9,High,0.7583333333333334
5455,19,1,0,2.34,69.6,1,5.1,2,0,0,2,50.9,Medium,0.4588235294117647
5456,18,0,6,6.69,69.5,0,6.5,1,1,0,2,75.7,Medium,1.0292307692307694
5457,18,0,4,3.4,68.1,1,4.6,0,2,2,1,74.6,Medium,0.7391304347826088
5458,20,0,1,1.87,72.4,1,6.6,1,0,1,0,54.2,Medium,0.2833333333333334
5459,21,2,2,2.75,91.5,1,8.4,2,2,0,0,53.9,High,0.3273809523809524
5460,24,0,5,6.4,44.4,1,5.9,2,1,0,1,75.4,Low,1.0847457627118644
5461,24,1,6,4.92,63.3,1,7.8,1,0,2,2,67.3,Medium,0.6307692307692307
5462,17,2,2,1.09,85.0,1,8.4,1,4,1,0,34.8,High,0.12976190476190477
5463,22,0,0,0.99,97.8,1,7.3,2,2,1,1,62.0,High,0.13561643835616438
5464,19,1,5,5.5,49.2,1,9.0,1,0,2,0,73.0,Low,0.6111111111111112
5465,18,0,1,1.92,42.6,1,4.4,0,3,2,0,42.8,Low,0.4363636363636363
5466,21,1,1,1.67,88.3,1,8.3,0,4,1,0,65.8,High,0.2012048192771084
5467,17,0,0,6.0,98.2,1,9.1,0,3,1,2,64.8,High,0.6593406593406593
5468,19,2,0,2.58,82.9,0,8.6,1,4,1,2,49.9,High,0.30000000000000004
5469,21,1,3,0.55,73.2,1,6.5,1,1,0,2,48.9,Medium,0.08461538461538462
5470,19,2,6,3.4,54.0,0,5.9,1,2,0,2,74.2,Low,0.5762711864406779
5471,21,2,6,4.55,97.5,0,5.1,2,0,1,2,76.3,High,0.8921568627450981
5472,20,2,4,4.81,83.3,1,6.5,0,2,1,2,71.2,High,0.74
5473,23,0,2,0.47,81.6,0,5.8,2,1,1,1,38.5,High,0.08103448275862069
5474,18,1,1,3.63,92.9,1,7.9,2,0,0,2,68.3,High,0.4594936708860759
5475,17,1,1,2.88,92.5,1,5.2,1,4,1,0,65.0,High,0.5538461538461538
5476,21,2,2,3.59,44.8,1,4.1,1,0,1,0,52.5,Low,0.875609756097561
5477,19,0,0,0.33,41.2,1,8.6,1,1,2,2,42.6,Low,0.03837209302325582
5478,22,0,2,2.36,53.4,1,8.5,0,0,1,2,46.0,Low,0.2776470588235294
5479,17,2,4,5.15,94.6,1,5.5,2,2,0,1,76.5,High,0.9363636363636364
5480,21,2,1,1.01,72.0,0,7.9,0,2,0,0,43.8,Medium,0.12784810126582277
5481,24,2,5,7.67,78.9,1,8.8,2,1,1,0,82.0,Medium,0.871590909090909
5482,17,2,3,7.91,60.8,1,6.1,0,0,0,2,89.4,Medium,1.29672131147541
5483,19,2,6,2.88,65.5,1,7.2,2,4,0,2,45.4,Medium,0.39999999999999997
5484,23,1,3,5.45,58.0,1,5.7,0,0,0,2,76.2,Low,0.956140350877193
5485,21,1,1,5.08,96.4,0,5.7,2,3,1,2,46.9,High,0.8912280701754386
5486,18,1,6,1.34,64.7,1,6.4,0,0,1,2,56.8,Medium,0.209375
5487,18,0,0,3.11,90.2,1,7.4,1,2,1,2,56.3,High,0.42027027027027025
5488,23,0,5,7.85,49.3,1,8.5,2,0,2,1,76.0,Low,0.9235294117647058
5489,23,2,5,1.02,59.0,1,5.9,0,2,2,0,33.6,Low,0.17288135593220338
5490,19,2,6,4.6,50.9,1,6.7,2,0,2,0,41.8,Low,0.6865671641791045
5491,20,2,4,4.79,57.6,1,9.8,0,0,0,2,86.3,Low,0.4887755102040816
5492,23,1,3,1.34,80.1,1,9.5,2,2,2,2,50.9,High,0.14105263157894737
5493,18,2,0,4.28,48.5,1,4.7,1,4,1,1,51.3,Low,0.9106382978723404
5494,18,2,3,7.34,72.2,1,8.5,2,1,0,1,100.0,Medium,0.8635294117647059
5495,23,2,5,0.93,40.6,1,7.7,2,4,2,2,19.9,Low,0.12077922077922078
5496,18,0,3,1.52,99.0,0,7.7,2,2,0,2,41.6,High,0.1974025974025974
5497,23,2,2,2.05,42.1,1,7.8,2,2,1,2,39.4,Low,0.26282051282051283
5498,20,0,0,6.01,85.3,1,6.6,1,0,2,1,97.0,High,0.9106060606060606
5499,24,1,6,4.62,92.2,0,8.9,0,2,2,2,55.5,High,0.5191011235955056
5500,17,0,1,4.03,99.4,1,7.9,1,1,2,1,61.9,High,0.5101265822784811
5501,24,1,3,6.34,79.0,1,8.3,1,0,2,2,99.0,Medium,0.7638554216867469
5502,18,2,5,7.83,76.4,1,9.0,0,4,0,2,89.6,Medium,0.87
5503,17,1,0,1.57,73.5,1,6.6,2,1,0,0,54.3,Medium,0.2378787878787879
5504,22,1,4,6.5,85.9,1,4.7,2,2,2,2,76.8,High,1.3829787234042552
5505,21,0,5,2.96,92.2,1,4.6,0,3,1,0,56.8,High,0.6434782608695653
5506,23,0,0,1.17,71.7,1,7.9,1,0,2,2,63.5,Medium,0.1481012658227848
5507,17,0,6,2.05,83.2,1,7.0,0,2,0,0,61.8,High,0.2928571428571428
5508,17,1,3,3.19,97.7,1,8.8,2,3,0,2,63.6,High,0.3625
5509,21,0,0,7.19,46.7,0,4.3,1,2,1,2,64.9,Low,1.6720930232558142
5510,24,2,1,3.83,75.4,0,4.3,1,3,1,1,67.5,Medium,0.8906976744186047
5511,20,1,1,4.91,44.0,1,8.6,1,3,2,1,83.1,Low,0.5709302325581396
5512,23,2,3,0.27,66.1,0,9.9,0,4,0,0,52.6,Medium,0.027272727272727275
5513,24,1,1,0.51,83.6,1,9.1,1,1,1,2,41.5,High,0.056043956043956046
5514,23,1,0,7.51,62.8,1,6.5,2,4,0,2,65.3,Medium,1.1553846153846155
5515,21,2,4,6.71,46.0,1,9.3,1,4,1,1,57.4,Low,0.721505376344086
5516,22,1,6,3.92,89.8,1,4.2,2,3,2,2,55.9,High,0.9333333333333332
5517,21,0,4,1.6,54.6,1,8.4,1,2,2,2,52.2,Low,0.19047619047619047
5518,22,0,3,0.32,70.1,1,5.0,1,0,1,2,40.4,Medium,0.064
5519,21,0,4,7.8,49.0,1,5.7,2,0,0,2,91.4,Low,1.368421052631579
5520,21,0,0,0.08,99.4,1,6.1,2,1,2,2,39.3,High,0.013114754098360657
5521,20,0,1,1.9,63.0,0,5.1,1,4,2,2,45.6,Medium,0.37254901960784315
5522,22,2,5,5.47,89.3,1,7.0,0,1,1,2,63.4,High,0.7814285714285714
5523,23,0,2,7.5,63.1,1,6.6,2,2,1,1,80.4,Medium,1.1363636363636365
5524,24,0,6,0.94,61.0,1,7.2,1,2,2,0,43.8,Medium,0.13055555555555554
5525,21,2,3,6.19,54.4,1,6.2,1,3,1,2,42.1,Low,0.9983870967741936
5526,17,0,5,2.65,64.3,1,4.6,2,4,2,1,50.4,Medium,0.5760869565217391
5527,21,2,2,5.44,92.5,1,8.8,2,4,1,1,56.2,High,0.6181818181818182
5528,19,2,3,0.77,79.7,1,8.8,2,2,0,2,37.0,Medium,0.0875
5529,17,2,0,6.92,43.2,1,8.3,0,2,0,0,63.7,Low,0.8337349397590361
5530,17,0,0,5.66,72.5,1,7.9,0,3,1,0,72.7,Medium,0.7164556962025316
5531,21,0,3,7.64,69.9,1,6.9,1,2,1,1,75.3,Medium,1.107246376811594
5532,24,1,4,4.02,81.2,1,8.4,2,1,0,2,68.3,High,0.4785714285714285
5533,21,1,6,7.1,85.3,1,9.2,1,1,1,1,87.2,High,0.7717391304347826
5534,20,1,5,4.32,73.9,0,8.5,0,0,0,2,81.2,Medium,0.5082352941176471
5535,17,0,1,4.1,92.6,1,5.5,1,1,2,1,87.2,High,0.7454545454545454
5536,22,1,6,0.76,78.5,1,5.2,1,3,0,1,62.5,Medium,0.14615384615384616
5537,17,1,3,6.51,60.3,1,7.4,1,1,0,0,81.8,Medium,0.8797297297297296
5538,23,0,3,3.3,62.6,1,6.4,0,1,1,1,71.3,Medium,0.5156249999999999
5539,23,0,2,4.8,91.5,1,6.1,1,4,1,0,67.9,High,0.7868852459016393
5540,24,1,4,5.21,55.6,1,9.6,0,3,2,2,54.2,Low,0.5427083333333333
5541,19,0,6,6.2,48.6,1,8.4,1,0,0,2,72.3,Low,0.7380952380952381
5542,18,0,0,4.6,85.1,1,7.0,0,0,1,0,79.2,High,0.6571428571428571
5543,19,1,6,4.96,65.6,1,6.1,0,1,0,0,55.8,Medium,0.8131147540983606
5544,23,1,2,4.17,53.6,1,5.6,0,1,1,0,54.2,Low,0.7446428571428572
5545,18,1,6,4.91,89.8,1,9.9,2,2,2,2,83.6,High,0.49595959595959593
5546,24,2,1,3.55,51.1,1,5.8,1,2,0,2,64.0,Low,0.6120689655172413
5547,18,1,3,6.21,83.9,1,9.1,1,3,2,2,86.7,High,0.6824175824175824
5548,17,1,2,6.48,60.4,1,4.8,2,4,2,2,63.0,Medium,1.35
5549,18,1,6,4.14,82.7,1,8.6,1,1,2,2,69.5,High,0.4813953488372093
5550,23,0,3,1.17,86.4,1,7.0,1,3,1,1,61.1,High,0.16714285714285712
5551,21,2,6,2.99,49.4,1,6.7,1,0,0,1,69.9,Low,0.4462686567164179
5552,19,1,0,6.72,89.5,1,8.9,1,0,1,2,86.5,High,0.7550561797752808
5553,22,2,2,7.33,77.1,0,4.3,0,4,1,2,50.1,Medium,1.7046511627906977
5554,22,1,4,2.14,91.5,1,4.1,0,1,0,2,73.2,High,0.5219512195121953
5555,21,0,1,7.53,41.9,1,4.6,2,4,1,2,66.7,Low,1.6369565217391306
5556,21,1,4,2.21,85.4,0,4.3,1,4,0,2,68.2,High,0.513953488372093
5557,17,1,2,7.35,99.2,1,9.6,1,1,0,2,91.3,High,0.765625
5558,19,0,1,7.48,82.2,1,4.7,2,0,1,2,71.6,High,1.5914893617021277
5559,21,0,4,4.04,95.1,1,8.7,0,2,0,1,86.0,High,0.46436781609195404
5560,18,2,4,7.6,64.9,1,8.5,2,3,1,0,70.0,Medium,0.8941176470588235
5561,20,0,1,4.39,82.1,1,4.1,1,4,1,0,60.5,High,1.0707317073170732
5562,17,1,1,3.03,74.0,0,5.7,1,2,0,1,79.7,Medium,0.531578947368421
5563,23,0,6,6.48,60.1,1,8.8,0,3,1,2,71.0,Medium,0.7363636363636363
5564,17,2,2,0.87,77.4,1,7.9,1,2,1,1,52.3,Medium,0.110126582278481
5565,17,0,1,1.73,61.7,1,8.7,0,3,2,0,55.5,Medium,0.1988505747126437
5566,22,0,6,1.71,97.0,1,9.0,1,4,2,2,53.0,High,0.19
5567,18,0,3,4.98,87.9,1,4.2,0,1,1,1,67.7,High,1.1857142857142857
5568,19,0,2,5.67,92.3,1,8.0,1,3,2,2,100.0,High,0.70875
5569,19,2,6,6.7,78.1,1,4.2,0,0,2,1,95.5,Medium,1.5952380952380951
5570,18,0,0,7.2,90.4,1,9.6,2,4,1,1,76.2,High,0.75
5571,23,0,5,7.0,62.0,1,6.6,2,3,1,1,67.5,Medium,1.0606060606060606
5572,22,0,4,5.46,79.7,1,5.9,1,3,2,2,68.2,Medium,0.9254237288135593
5573,18,0,0,7.32,60.0,1,5.0,2,3,2,0,67.1,Low,1.464
5574,22,2,0,2.2,75.7,1,8.1,0,3,1,0,43.6,Medium,0.271604938271605
5575,22,2,3,5.8,44.3,1,8.9,2,4,0,2,61.2,Low,0.6516853932584269
5576,21,2,0,0.61,87.5,1,4.7,1,4,0,2,59.0,High,0.12978723404255318
5577,21,0,1,1.0,65.3,1,9.9,1,1,1,2,38.7,Medium,0.10101010101010101
5578,24,2,5,1.81,99.0,1,4.5,0,4,0,1,67.9,High,0.40222222222222226
5579,20,1,4,0.82,91.5,1,8.7,2,1,2,0,64.4,High,0.09425287356321839
5580,20,1,4,7.73,76.9,0,4.4,1,2,0,0,78.8,Medium,1.7568181818181818
5581,21,1,5,3.73,56.0,1,5.2,0,2,1,0,52.3,Low,0.7173076923076923
5582,23,0,3,7.25,77.8,1,4.9,2,4,0,0,78.6,Medium,1.4795918367346939
5583,22,2,6,3.81,85.4,1,5.0,0,3,2,0,67.9,High,0.762
5584,17,1,6,5.6,68.3,1,9.1,0,1,2,0,74.3,Medium,0.6153846153846154
5585,20,1,6,2.57,75.5,1,8.0,2,3,1,2,44.9,Medium,0.32125
5586,22,0,2,7.61,92.6,1,9.8,2,3,0,0,100.0,High,0.7765306122448979
5587,18,2,2,0.28,48.2,1,5.3,2,4,0,2,39.0,Low,0.05283018867924529
5588,24,1,3,5.58,70.0,1,5.1,1,0,2,2,77.6,Medium,1.0941176470588236
5589,23,2,4,7.6,92.0,0,5.0,2,3,0,0,87.0,High,1.52
5590,23,1,1,6.31,63.5,0,9.0,0,1,1,1,77.7,Medium,0.701111111111111
5591,17,1,2,6.62,93.0,0,6.0,2,1,2,0,65.7,High,1.1033333333333333
5592,21,0,2,2.39,73.5,1,7.6,2,2,0,2,63.7,Medium,0.31447368421052635
5593,21,2,3,3.61,64.1,1,6.1,2,4,0,2,37.2,Medium,0.5918032786885246
5594,22,2,6,1.09,99.4,1,7.2,2,3,0,0,61.1,High,0.1513888888888889
5595,23,1,3,3.01,49.7,1,8.1,2,4,0,2,42.6,Low,0.3716049382716049
5596,19,1,5,0.08,60.8,1,4.7,2,0,2,2,23.4,Medium,0.01702127659574468
5597,21,0,2,6.23,53.2,1,9.4,1,1,0,2,84.1,Low,0.6627659574468086
5598,22,0,1,7.62,99.0,1,5.9,1,2,1,1,97.1,High,1.2915254237288134
5599,23,1,4,5.61,49.0,1,5.0,0,0,2,0,49.8,Low,1.122
5600,23,0,0,6.48,47.2,1,8.7,2,2,0,0,54.1,Low,0.7448275862068967
5601,19,1,2,4.11,55.8,1,9.9,1,2,1,1,63.3,Low,0.41515151515151516
5602,24,2,1,1.53,76.5,1,6.0,0,0,2,2,36.2,Medium,0.255
5603,17,1,5,5.77,55.9,1,6.5,2,1,0,2,59.8,Low,0.8876923076923077
5604,20,0,4,2.39,59.6,1,5.1,1,3,2,0,57.2,Low,0.4686274509803922
5605,21,0,5,3.68,72.0,1,4.1,2,0,1,2,58.9,Medium,0.8975609756097562
5606,17,1,0,7.21,78.2,1,4.8,2,1,2,1,69.4,Medium,1.5020833333333334
5607,20,0,6,2.98,74.8,1,9.7,0,3,1,1,51.4,Medium,0.30721649484536084
5608,21,1,6,2.31,76.9,1,9.3,0,4,1,0,55.4,Medium,0.24838709677419354
5609,21,0,0,0.25,80.3,1,8.8,0,0,1,1,42.4,High,0.028409090909090908
5610,17,0,1,5.61,92.6,1,9.6,0,1,2,2,64.9,High,0.5843750000000001
5611,19,1,6,1.72,80.5,1,7.8,2,1,2,2,40.5,High,0.2205128205128205
5612,18,1,0,5.12,83.3,1,6.4,2,2,2,2,73.6,High,0.7999999999999999
5613,22,1,3,2.93,63.8,1,5.6,2,4,1,0,25.5,Medium,0.5232142857142857
5614,19,2,6,6.3,96.7,1,8.5,2,1,2,2,91.1,High,0.7411764705882353
5615,21,1,1,7.12,88.5,0,8.1,2,1,2,2,75.5,High,0.8790123456790124
5616,22,2,6,1.89,75.0,1,6.9,1,4,0,1,77.1,Medium,0.27391304347826084
5617,23,0,1,6.34,66.9,1,7.7,0,2,2,0,73.5,Medium,0.8233766233766233
5618,18,2,0,1.22,41.1,1,7.9,1,0,0,1,65.1,Low,0.15443037974683543
5619,24,2,0,1.13,99.2,1,6.6,2,0,0,2,60.5,High,0.1712121212121212
5620,18,1,3,3.43,48.5,1,5.2,2,1,2,0,27.5,Low,0.6596153846153846
5621,17,0,1,2.6,70.5,1,5.3,1,4,2,2,55.4,Medium,0.4905660377358491
5622,17,2,6,7.9,60.5,1,4.8,1,0,1,2,73.0,Medium,1.6458333333333335
5623,18,1,4,6.43,59.6,0,4.8,1,4,0,0,60.3,Low,1.3395833333333333
5624,23,0,4,7.12,65.2,1,6.4,2,2,0,1,87.0,Medium,1.1125
5625,18,0,5,1.09,74.3,1,5.3,2,3,1,1,36.1,Medium,0.20566037735849058
5626,22,1,4,5.71,40.6,1,4.3,0,3,2,2,49.2,Low,1.327906976744186
5627,20,2,4,4.83,49.2,1,6.1,2,0,0,1,62.9,Low,0.7918032786885246
5628,17,1,4,0.79,76.8,1,4.8,2,4,2,2,30.5,Medium,0.16458333333333336
5629,20,2,5,6.35,84.4,1,8.2,0,0,1,2,79.6,High,0.774390243902439
5630,17,1,6,6.83,80.5,1,7.0,0,2,0,0,82.6,High,0.9757142857142858
5631,20,0,1,7.31,99.4,1,4.2,2,4,1,2,74.3,High,1.7404761904761903
5632,21,0,3,7.52,42.9,1,5.0,0,4,0,2,68.7,Low,1.504
5633,21,2,1,0.86,70.9,1,4.1,0,0,1,1,39.2,Medium,0.20975609756097563
5634,19,2,1,7.06,65.1,0,5.5,2,1,2,2,72.5,Medium,1.2836363636363635
5635,23,2,6,7.56,51.9,1,5.0,2,1,1,2,75.7,Low,1.512
5636,21,2,3,5.53,93.4,1,4.6,1,0,1,2,97.0,High,1.2021739130434783
5637,19,2,4,1.47,48.6,1,5.2,2,1,1,2,33.9,Low,0.2826923076923077
5638,20,1,5,3.21,70.3,0,8.1,1,3,0,2,71.5,Medium,0.3962962962962963
5639,17,2,2,0.72,51.5,1,4.1,0,3,0,2,28.6,Low,0.175609756097561
5640,24,0,3,0.08,66.2,1,5.1,2,2,1,2,19.599,Medium,0.01568627450980392
5641,23,0,1,7.36,87.4,1,7.2,1,3,2,2,90.0,High,1.0222222222222221
5642,19,1,0,7.78,82.0,1,5.9,1,0,0,0,100.0,High,1.31864406779661
5643,22,2,1,7.35,82.0,1,6.8,1,2,2,2,87.0,High,1.0808823529411764
5644,22,1,4,2.03,52.9,0,9.9,0,0,2,2,40.0,Low,0.205050505050505
5645,21,0,2,4.97,41.4,1,5.6,0,4,2,2,64.6,Low,0.8875000000000001
5646,17,1,3,4.0,83.2,1,9.2,2,3,0,0,65.3,High,0.4347826086956522
5647,24,0,0,3.97,46.4,1,4.1,2,2,0,1,61.2,Low,0.9682926829268294
5648,24,0,6,3.43,63.4,1,6.2,2,4,2,2,45.7,Medium,0.5532258064516129
5649,24,0,5,7.53,90.6,1,5.7,1,3,1,2,97.2,High,1.3210526315789475
5650,24,0,0,6.33,64.6,1,7.9,2,3,0,0,77.0,Medium,0.8012658227848101
5651,24,2,0,6.77,67.9,1,9.9,0,4,2,1,90.1,Medium,0.6838383838383838
5652,22,2,5,0.28,97.5,1,7.6,2,1,1,2,47.2,High,0.0368421052631579
5653,17,0,4,3.3,94.5,1,7.1,1,4,0,2,71.0,High,0.4647887323943662
5654,20,2,3,4.78,45.5,1,8.3,0,1,0,0,63.0,Low,0.5759036144578313
5655,18,2,2,5.27,92.0,1,4.1,2,1,0,0,88.0,High,1.2853658536585366
5656,18,1,2,7.16,69.7,0,8.6,1,1,1,1,80.5,Medium,0.8325581395348838
5657,23,0,4,1.34,87.9,1,4.6,0,2,0,0,59.1,High,0.291304347826087
5658,23,2,3,0.72,61.1,0,9.6,0,4,1,0,41.3,Medium,0.075
5659,21,0,5,7.15,97.4,1,9.4,1,1,2,2,100.0,High,0.7606382978723404
5660,22,1,2,4.05,87.8,1,6.2,0,1,2,2,64.4,High,0.6532258064516129
5661,18,0,1,4.31,67.0,1,4.1,1,1,0,2,76.7,Medium,1.051219512195122
5662,18,0,5,7.12,61.6,1,5.6,1,3,2,1,79.2,Medium,1.2714285714285716
5663,23,2,6,6.0,52.7,1,8.9,1,1,0,1,61.7,Low,0.6741573033707865
5664,20,0,5,5.85,56.5,1,6.0,1,2,0,1,78.6,Low,0.975
5665,21,1,2,1.49,66.5,0,6.4,2,1,1,2,38.4,Medium,0.23281249999999998
5666,20,1,2,4.97,61.3,0,8.0,0,1,1,2,58.1,Medium,0.62125
5667,18,1,6,3.6,78.6,1,5.7,2,3,1,0,49.8,Medium,0.631578947368421
5668,23,1,3,4.89,78.1,1,7.8,0,0,2,2,79.7,Medium,0.6269230769230769
5669,23,2,3,4.61,51.6,1,6.7,0,1,1,2,64.8,Low,0.6880597014925374
5670,22,1,6,0.21,55.6,1,9.9,2,0,2,0,44.9,Low,0.02121212121212121
5671,19,0,1,2.75,42.7,1,9.8,0,0,2,0,72.2,Low,0.28061224489795916
5672,22,1,1,3.66,62.9,1,7.1,2,0,1,2,46.4,Medium,0.515492957746479
5673,24,0,4,4.0,68.4,1,6.5,1,4,2,2,56.0,Medium,0.6153846153846154
5674,22,2,6,0.8,46.3,1,4.1,0,2,2,2,38.6,Low,0.19512195121951223
5675,20,0,0,7.19,45.1,1,6.0,1,1,1,0,77.5,Low,1.1983333333333335
5676,19,1,1,2.67,56.1,1,8.4,1,3,0,1,67.8,Low,0.31785714285714284
5677,21,2,2,3.92,69.5,1,8.6,2,0,1,1,58.5,Medium,0.4558139534883721
5678,19,0,2,5.31,99.0,1,5.0,1,2,2,2,75.9,High,1.0619999999999998
5679,21,1,0,5.75,94.9,1,9.4,2,2,1,2,74.7,High,0.6117021276595744
5680,17,2,3,3.02,63.9,1,5.0,0,3,1,1,21.8,Medium,0.604
5681,18,2,3,1.03,73.4,1,9.2,1,2,2,2,64.7,Medium,0.11195652173913044
5682,23,0,1,1.66,73.6,1,6.5,2,4,2,2,34.7,Medium,0.2553846153846154
5683,20,1,4,1.32,60.6,1,5.4,0,0,0,1,42.7,Medium,0.24444444444444444
5684,20,0,6,1.95,91.4,1,8.3,1,4,2,2,62.5,High,0.23493975903614456
5685,21,0,1,4.83,57.5,1,9.2,2,2,0,2,80.2,Low,0.525
5686,20,2,4,4.29,65.6,1,9.8,0,3,2,2,70.5,Medium,0.4377551020408163
5687,23,2,3,1.35,94.4,1,8.6,2,3,1,2,43.2,High,0.15697674418604654
5688,18,1,4,5.45,60.8,0,9.8,0,2,0,0,83.8,Medium,0.5561224489795918
5689,23,0,2,0.51,70.7,1,6.4,0,4,1,2,37.9,Medium,0.0796875
5690,18,1,4,7.28,92.2,1,9.4,2,3,2,2,100.0,High,0.774468085106383
5691,19,0,5,4.53,59.7,0,6.8,0,0,2,2,79.1,Low,0.6661764705882354
5692,21,0,4,4.72,97.7,1,4.7,0,1,0,0,72.4,High,1.004255319148936
5693,24,0,5,2.29,52.2,1,9.8,0,3,1,2,44.1,Low,0.2336734693877551
5694,18,0,5,4.09,81.1,1,4.9,2,0,2,0,67.4,High,0.8346938775510203
5695,21,0,6,3.41,43.6,1,4.6,2,3,1,2,19.599,Low,0.741304347826087
5696,17,2,4,7.61,72.2,1,5.9,1,1,0,2,60.4,Medium,1.2898305084745763
5697,17,0,3,0.61,49.6,1,7.3,2,4,0,2,32.3,Low,0.08356164383561644
5698,23,1,5,3.67,77.7,1,5.9,1,1,1,1,68.9,Medium,0.6220338983050847
5699,22,2,4,6.33,77.0,1,7.6,2,4,1,2,95.2,Medium,0.8328947368421054
5700,20,0,3,4.36,65.0,1,7.6,2,2,0,0,62.9,Medium,0.5736842105263159
5701,21,2,4,4.52,95.5,0,8.5,2,4,0,2,69.8,High,0.5317647058823529
5702,20,2,0,7.29,93.5,1,9.8,2,2,1,2,99.2,High,0.7438775510204081
5703,19,1,4,3.01,84.1,1,7.8,0,0,1,0,54.7,High,0.38589743589743586
5704,20,2,3,0.08,83.2,1,5.5,0,1,0,1,62.3,High,0.014545454545454545
5705,19,2,2,7.41,44.1,0,4.2,1,4,2,2,62.1,Low,1.7642857142857142
5706,23,1,3,0.26,59.4,1,7.7,0,4,2,2,38.2,Low,0.033766233766233764
5707,20,1,6,6.38,52.2,0,6.2,0,0,0,2,80.9,Low,1.0290322580645161
5708,19,1,0,1.12,63.3,1,6.2,1,4,0,0,34.0,Medium,0.1806451612903226
5709,21,2,4,0.17,46.6,1,6.0,1,4,0,2,31.3,Low,0.028333333333333335
5710,23,2,0,2.84,59.1,1,6.5,2,1,2,0,34.6,Low,0.4369230769230769
5711,19,1,1,6.91,74.3,1,6.9,0,2,1,2,74.0,Medium,1.0014492753623188
5712,24,0,0,0.3,50.0,0,8.0,1,3,0,2,52.4,Low,0.0375
5713,20,1,6,2.1,46.3,1,8.6,0,3,0,0,28.2,Low,0.24418604651162792
5714,22,1,2,2.23,82.4,0,6.8,1,1,1,2,35.1,High,0.32794117647058824
5715,24,1,4,0.76,54.8,1,4.5,2,3,2,2,25.5,Low,0.1688888888888889
5716,20,1,5,0.74,68.7,1,6.7,0,2,1,0,26.7,Medium,0.11044776119402985
5717,18,2,1,7.27,90.3,1,9.4,0,1,2,1,98.8,High,0.7734042553191489
5718,22,2,5,5.56,62.7,1,9.4,2,4,1,1,60.1,Medium,0.5914893617021276
5719,17,1,4,2.49,45.9,1,9.8,2,4,1,1,45.8,Low,0.2540816326530612
5720,20,0,0,1.91,87.1,1,8.8,1,0,0,1,56.2,High,0.2170454545454545
5721,24,1,1,0.34,84.3,1,8.2,0,2,2,1,50.8,High,0.04146341463414635
